,event,secondary_type,player_one,player_one_role,player_two,player_two_role,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,game_winning,empty_net,player_one_id,player_two_id,game_id,winning_team,date,description
112,shot,Wrist Shot,Alex Tuch,Shooter,Pekka Rinne,Goalie,[63. 10.],2,11:29,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,8471469.0,2019020800,VGK,2020-02-02,Alex Tuch Wrist Shot saved by Pekka Rinne
114,shot,Wrist Shot,Dan Hamhuis,Shooter,Marc-Andre Fleury,Goalie,[ 49. -12.],2,11:18,NSH,VGK,NSH,18,VGK,54,0,1,,,8469465,8470594.0,2019020800,VGK,2020-02-02,Dan Hamhuis Wrist Shot saved by Marc-Andre Fleury
115,shot,Slap Shot,Max Pacioretty,Shooter,Pekka Rinne,Goalie,[ 42. -19.],2,10:49,VGK,NSH,NSH,18,VGK,54,0,1,,,8474157,8471469.0,2019020800,VGK,2020-02-02,Max Pacioretty Slap Shot saved by Pekka Rinne
116,shot,Deflected,Alex Tuch,Shooter,Pekka Rinne,Goalie,[78.  2.],2,10:35,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,8471469.0,2019020800,VGK,2020-02-02,Alex Tuch Deflected saved by Pekka Rinne
119,shot,Deflected,Jonathan Marchessault,Shooter,Pekka Rinne,Goalie,[80. -8.],2,10:26,VGK,NSH,NSH,18,VGK,54,0,1,,,8476539,8471469.0,2019020800,VGK,2020-02-02,Jonathan Marchessault Deflected saved by Pekka Rinne
126,shot,Wrist Shot,Shea Theodore,Shooter,Pekka Rinne,Goalie,[-83.  20.],2,08:33,VGK,NSH,NSH,18,VGK,54,0,1,,,8477447,8471469.0,2019020800,VGK,2020-02-02,Shea Theodore Wrist Shot saved by Pekka Rinne
141,shot,Wrist Shot,Mark Stone,Shooter,Pekka Rinne,Goalie,[63. 11.],2,05:24,VGK,NSH,NSH,18,VGK,54,0,1,,,8475913,8471469.0,2019020800,VGK,2020-02-02,Mark Stone Wrist Shot saved by Pekka Rinne
148,shot,Wrist Shot,Mark Stone,Shooter,Pekka Rinne,Goalie,[ 56. -25.],2,03:30,VGK,NSH,NSH,18,VGK,54,0,1,,,8475913,8471469.0,2019020800,VGK,2020-02-02,Mark Stone Wrist Shot saved by Pekka Rinne
156,shot,Wrist Shot,Jonathan Marchessault,Shooter,Pekka Rinne,Goalie,[ 66. -19.],2,01:54,VGK,NSH,NSH,18,VGK,54,0,1,,,8476539,8471469.0,2019020800,VGK,2020-02-02,Jonathan Marchessault Wrist Shot saved by Pekka Rinne
159,shot,Wrist Shot,Mattias Ekholm,Shooter,Marc-Andre Fleury,Goalie,[-58.   4.],2,01:01,NSH,VGK,NSH,18,VGK,54,0,1,,,8475218,8470594.0,2019020800,VGK,2020-02-02,Mattias Ekholm Wrist Shot saved by Marc-Andre Fleury
173,shot,Wrist Shot,Dante Fabbro,Shooter,Marc-Andre Fleury,Goalie,[-12.  22.],3,17:12,NSH,VGK,NSH,18,VGK,54,0,1,,,8479371,8470594.0,2019020800,VGK,2020-02-02,Dante Fabbro Wrist Shot saved by Marc-Andre Fleury
176,shot,Wrist Shot,Roman Josi,Shooter,Marc-Andre Fleury,Goalie,[ 67. -18.],3,16:43,NSH,VGK,NSH,18,VGK,54,0,1,,,8474600,8470594.0,2019020800,VGK,2020-02-02,Roman Josi Wrist Shot saved by Marc-Andre Fleury
177,shot,Wrist Shot,Viktor Arvidsson,Shooter,Marc-Andre Fleury,Goalie,[ 67. -33.],3,16:27,NSH,VGK,NSH,18,VGK,54,0,1,,,8478042,8470594.0,2019020800,VGK,2020-02-02,Viktor Arvidsson Wrist Shot saved by Marc-Andre Fleury
180,shot,Wrist Shot,Viktor Arvidsson,Shooter,Marc-Andre Fleury,Goalie,[ 69. -36.],3,16:05,NSH,VGK,NSH,18,VGK,54,0,1,,,8478042,8470594.0,2019020800,VGK,2020-02-02,Viktor Arvidsson Wrist Shot saved by Marc-Andre Fleury
182,shot,Wrap-around,Alex Tuch,Shooter,Pekka Rinne,Goalie,[-84.  -6.],3,15:15,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,8471469.0,2019020800,VGK,2020-02-02,Alex Tuch Wrap-around saved by Pekka Rinne
185,shot,Wrist Shot,Tomas Nosek,Shooter,Pekka Rinne,Goalie,[-75.   9.],3,14:57,VGK,NSH,NSH,18,VGK,54,0,1,,,8477931,8471469.0,2019020800,VGK,2020-02-02,Tomas Nosek Wrist Shot saved by Pekka Rinne
186,shot,Wrist Shot,Colin Blackwell,Shooter,Marc-Andre Fleury,Goalie,[ 22. -36.],3,14:48,NSH,VGK,NSH,18,VGK,54,0,1,,,8476278,8470594.0,2019020800,VGK,2020-02-02,Colin Blackwell Wrist Shot saved by Marc-Andre Fleury
188,shot,Backhand,Shea Theodore,Shooter,Pekka Rinne,Goalie,[-77.  21.],3,13:42,VGK,NSH,NSH,18,VGK,54,0,1,,,8477447,8471469.0,2019020800,VGK,2020-02-02,Shea Theodore Backhand saved by Pekka Rinne
191,shot,Wrist Shot,Nate Schmidt,Shooter,Pekka Rinne,Goalie,[-40.  11.],3,13:20,VGK,NSH,NSH,18,VGK,54,0,1,,,8477220,8471469.0,2019020800,VGK,2020-02-02,Nate Schmidt Wrist Shot saved by Pekka Rinne
193,shot,Wrist Shot,Roman Josi,Shooter,Marc-Andre Fleury,Goalie,[39.  5.],3,13:13,NSH,VGK,NSH,18,VGK,54,0,1,,,8474600,8470594.0,2019020800,VGK,2020-02-02,Roman Josi Wrist Shot saved by Marc-Andre Fleury
194,shot,Slap Shot,Roman Josi,Shooter,Marc-Andre Fleury,Goalie,[39. -6.],3,13:08,NSH,VGK,NSH,18,VGK,54,0,1,,,8474600,8470594.0,2019020800,VGK,2020-02-02,Roman Josi Slap Shot saved by Marc-Andre Fleury
195,shot,Slap Shot,Shea Theodore,Shooter,Pekka Rinne,Goalie,[-12. -32.],3,12:47,VGK,NSH,NSH,18,VGK,54,0,1,,,8477447,8471469.0,2019020800,VGK,2020-02-02,Shea Theodore Slap Shot saved by Pekka Rinne
203,shot,Wrist Shot,Nick Holden,Shooter,Pekka Rinne,Goalie,[-52. -29.],3,11:23,VGK,NSH,NSH,18,VGK,54,0,1,,,8474207,8471469.0,2019020800,VGK,2020-02-02,Nick Holden Wrist Shot saved by Pekka Rinne
206,shot,Wrist Shot,Matt Duchene,Shooter,Marc-Andre Fleury,Goalie,[54. -7.],3,10:40,NSH,VGK,NSH,18,VGK,54,0,1,,,8475168,8470594.0,2019020800,VGK,2020-02-02,Matt Duchene Wrist Shot saved by Marc-Andre Fleury
208,shot,Wrist Shot,Max Pacioretty,Shooter,Pekka Rinne,Goalie,[-64.  -2.],3,10:14,VGK,NSH,NSH,18,VGK,54,0,1,,,8474157,8471469.0,2019020800,VGK,2020-02-02,Max Pacioretty Wrist Shot saved by Pekka Rinne
217,shot,Wrist Shot,Max Pacioretty,Shooter,Pekka Rinne,Goalie,[-76.  -3.],3,07:18,VGK,NSH,NSH,18,VGK,54,0,2,,,8474157,8471469.0,2019020800,VGK,2020-02-02,Max Pacioretty Wrist Shot saved by Pekka Rinne
224,shot,Slap Shot,Craig Smith,Shooter,Marc-Andre Fleury,Goalie,[ 52. -23.],3,05:36,NSH,VGK,NSH,18,VGK,54,0,2,,,8475225,8470594.0,2019020800,VGK,2020-02-02,Craig Smith Slap Shot saved by Marc-Andre Fleury
231,shot,Wrist Shot,Matt Duchene,Shooter,Marc-Andre Fleury,Goalie,[87. 11.],3,04:16,NSH,VGK,NSH,18,VGK,54,0,2,,,8475168,8470594.0,2019020800,VGK,2020-02-02,Matt Duchene Wrist Shot saved by Marc-Andre Fleury
237,shot,Wrist Shot,Craig Smith,Shooter,Marc-Andre Fleury,Goalie,[62. -3.],3,03:15,NSH,VGK,NSH,18,VGK,54,0,2,,,8475225,8470594.0,2019020800,VGK,2020-02-02,Craig Smith Wrist Shot saved by Marc-Andre Fleury
2,missed_shot,,Shea Theodore,Shooter,,,[-41.  25.],1,19:46,VGK,NSH,NSH,18,VGK,54,0,0,,,8477447,,2019020800,VGK,2020-02-02,Shea Theodore Wide of Net
4,missed_shot,,Nate Schmidt,Shooter,,,[-38.  22.],1,19:32,VGK,NSH,NSH,18,VGK,54,0,0,,,8477220,,2019020800,VGK,2020-02-02,Nate Schmidt Wide of Net
9,missed_shot,,Viktor Arvidsson,Shooter,,,[ 61. -14.],1,17:21,NSH,VGK,NSH,18,VGK,54,0,0,,,8478042,,2019020800,VGK,2020-02-02,Viktor Arvidsson Wide of Net
10,missed_shot,,Matt Duchene,Shooter,,,[ 70. -28.],1,17:10,NSH,VGK,NSH,18,VGK,54,0,0,,,8475168,,2019020800,VGK,2020-02-02,Matt Duchene Over Net
21,missed_shot,,Mark Stone,Shooter,,,[-66. -24.],1,14:28,VGK,NSH,NSH,18,VGK,54,0,0,,,8475913,,2019020800,VGK,2020-02-02,Mark Stone Wide of Net
28,missed_shot,,Ryan Reaves,Shooter,,,[-78.  -1.],1,12:41,VGK,NSH,NSH,18,VGK,54,0,0,,,8471817,,2019020800,VGK,2020-02-02,Ryan Reaves Wide of Net
35,missed_shot,,Brayden McNabb,Shooter,,,[-35. -29.],1,10:53,VGK,NSH,NSH,18,VGK,54,0,0,,,8475188,,2019020800,VGK,2020-02-02,Brayden McNabb Wide of Net
38,missed_shot,,Chandler Stephenson,Shooter,,,[-75. -16.],1,10:12,VGK,NSH,NSH,18,VGK,54,0,0,,,8476905,,2019020800,VGK,2020-02-02,Chandler Stephenson Wide of Net
44,missed_shot,,Nick Holden,Shooter,,,[-47. -29.],1,08:55,VGK,NSH,NSH,18,VGK,54,0,0,,,8474207,,2019020800,VGK,2020-02-02,Nick Holden Wide of Net
48,missed_shot,,Filip Forsberg,Shooter,,,[ 48. -25.],1,08:26,NSH,VGK,NSH,18,VGK,54,0,0,,,8476887,,2019020800,VGK,2020-02-02,Filip Forsberg Wide of Net
73,missed_shot,,Matt Duchene,Shooter,,,[71. -6.],1,01:17,NSH,VGK,NSH,18,VGK,54,0,0,,,8475168,,2019020800,VGK,2020-02-02,Matt Duchene Wide of Net
94,missed_shot,,Craig Smith,Shooter,,,[-79.  -7.],2,15:35,NSH,VGK,NSH,18,VGK,54,0,0,,,8475225,,2019020800,VGK,2020-02-02,Craig Smith Wide of Net
100,missed_shot,,Cody Eakin,Shooter,,,[49.  5.],2,13:36,VGK,NSH,NSH,18,VGK,54,0,1,,,8475236,,2019020800,VGK,2020-02-02,Cody Eakin Wide of Net
102,missed_shot,,Alex Tuch,Shooter,,,[59. 13.],2,13:15,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,,2019020800,VGK,2020-02-02,Alex Tuch Over Net
122,missed_shot,,Shea Theodore,Shooter,,,[37. -4.],2,09:56,VGK,NSH,NSH,18,VGK,54,0,1,,,8477447,,2019020800,VGK,2020-02-02,Shea Theodore Wide of Net
128,missed_shot,,Colton Sissons,Shooter,,,[-80.  25.],2,07:51,NSH,VGK,NSH,18,VGK,54,0,1,,,8476925,,2019020800,VGK,2020-02-02,Colton Sissons Wide of Net
133,missed_shot,,Rocco Grimaldi,Shooter,,,[-81.   9.],2,06:48,NSH,VGK,NSH,18,VGK,54,0,1,,,8476428,,2019020800,VGK,2020-02-02,Rocco Grimaldi Wide of Net
134,missed_shot,,Filip Forsberg,Shooter,,,[-62.  12.],2,06:30,NSH,VGK,NSH,18,VGK,54,0,1,,,8476887,,2019020800,VGK,2020-02-02,Filip Forsberg Wide of Net
142,missed_shot,,Zach Whitecloud,Shooter,,,[ 37. -29.],2,04:33,VGK,NSH,NSH,18,VGK,54,0,1,,,8480727,,2019020800,VGK,2020-02-02,Zach Whitecloud Wide of Net
144,missed_shot,,Alex Tuch,Shooter,,,[ 81. -16.],2,04:18,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,,2019020800,VGK,2020-02-02,Alex Tuch Wide of Net
145,missed_shot,,Jon Merrill,Shooter,,,[38. -8.],2,03:53,VGK,NSH,NSH,18,VGK,54,0,1,,,8475750,,2019020800,VGK,2020-02-02,Jon Merrill Over Net
155,missed_shot,,Roman Josi,Shooter,,,[-59. -26.],2,02:02,NSH,VGK,NSH,18,VGK,54,0,1,,,8474600,,2019020800,VGK,2020-02-02,Roman Josi Wide of Net
164,missed_shot,,Jonathan Marchessault,Shooter,,,[-51.  18.],3,19:39,VGK,NSH,NSH,18,VGK,54,0,1,,,8476539,,2019020800,VGK,2020-02-02,Jonathan Marchessault Wide of Net
167,missed_shot,,Max Pacioretty,Shooter,,,[-62.  25.],3,18:53,VGK,NSH,NSH,18,VGK,54,0,1,,,8474157,,2019020800,VGK,2020-02-02,Max Pacioretty Wide of Net
181,missed_shot,,Alex Tuch,Shooter,,,[-74. -27.],3,15:23,VGK,NSH,NSH,18,VGK,54,0,1,,,8477949,,2019020800,VGK,2020-02-02,Alex Tuch Over Net
190,missed_shot,,Max Pacioretty,Shooter,,,[-70.   3.],3,13:35,VGK,NSH,NSH,18,VGK,54,0,1,,,8474157,,2019020800,VGK,2020-02-02,Max Pacioretty Goalpost
211,missed_shot,,Tomas Nosek,Shooter,,,[-34. -11.],3,08:58,VGK,NSH,NSH,18,VGK,54,0,1,,,8477931,,2019020800,VGK,2020-02-02,Tomas Nosek Wide of Net
232,missed_shot,,Ryan Johansen,Shooter,,,[60. 25.],3,03:50,NSH,VGK,NSH,18,VGK,54,0,2,,,8475793,,2019020800,VGK,2020-02-02,Ryan Johansen Wide of Net
5,blocked_shot,,Yannick Weber,Blocker,Jonathan Marchessault,Shooter,[-74.   8.],1,19:30,NSH,VGK,NSH,18,VGK,54,0,0,,,8474134,8476539.0,2019020800,VGK,2020-02-02,Jonathan Marchessault shot blocked shot by Yannick Weber
8,blocked_shot,,Brayden McNabb,Blocker,Filip Forsberg,Shooter,[67. -9.],1,18:42,VGK,NSH,NSH,18,VGK,54,0,0,,,8475188,8476887.0,2019020800,VGK,2020-02-02,Filip Forsberg shot blocked shot by Brayden McNabb
22,blocked_shot,,Nick Bonino,Blocker,Max Pacioretty,Shooter,[-70.  14.],1,14:13,NSH,VGK,NSH,18,VGK,54,0,0,,,8474009,8474157.0,2019020800,VGK,2020-02-02,Max Pacioretty shot blocked shot by Nick Bonino
23,blocked_shot,,Colton Sissons,Blocker,Shea Theodore,Shooter,[-43. -16.],1,14:05,NSH,VGK,NSH,18,VGK,54,0,0,,,8476925,8477447.0,2019020800,VGK,2020-02-02,Shea Theodore shot blocked shot by Colton Sissons
25,blocked_shot,,Mattias Ekholm,Blocker,Alex Tuch,Shooter,[-79.   4.],1,13:37,NSH,VGK,NSH,18,VGK,54,0,0,,,8475218,8477949.0,2019020800,VGK,2020-02-02,Alex Tuch shot blocked shot by Mattias Ekholm
29,blocked_shot,,Jarred Tinordi,Blocker,Jonathan Marchessault,Shooter,[-76.   3.],1,12:30,NSH,VGK,NSH,18,VGK,54,0,0,,,8475797,8476539.0,2019020800,VGK,2020-02-02,Jonathan Marchessault shot blocked shot by Jarred Tinordi
30,blocked_shot,,Viktor Arvidsson,Blocker,Chandler Stephenson,Shooter,[-75.  -7.],1,12:27,NSH,VGK,NSH,18,VGK,54,0,0,,,8478042,8476905.0,2019020800,VGK,2020-02-02,Chandler Stephenson shot blocked shot by Viktor Arvidsson
33,blocked_shot,,Mikael Granlund,Blocker,Nate Schmidt,Shooter,[-72.   5.],1,11:35,NSH,VGK,NSH,18,VGK,54,0,0,,,8475798,8477220.0,2019020800,VGK,2020-02-02,Nate Schmidt shot blocked shot by Mikael Granlund
34,blocked_shot,,Roman Josi,Blocker,Tomas Nosek,Shooter,[-77.  -1.],1,11:33,NSH,VGK,NSH,18,VGK,54,0,0,,,8474600,8477931.0,2019020800,VGK,2020-02-02,Tomas Nosek shot blocked shot by Roman Josi
40,blocked_shot,,Colin Blackwell,Blocker,Shea Theodore,Shooter,[-46.  21.],1,09:38,NSH,VGK,NSH,18,VGK,54,0,0,,,8476278,8477447.0,2019020800,VGK,2020-02-02,Shea Theodore shot blocked shot by Colin Blackwell
49,blocked_shot,,Jon Merrill,Blocker,Filip Forsberg,Shooter,[74. -9.],1,07:16,VGK,NSH,NSH,18,VGK,54,0,0,,,8475750,8476887.0,2019020800,VGK,2020-02-02,Filip Forsberg shot blocked shot by Jon Merrill
60,blocked_shot,,Jarred Tinordi,Blocker,Shea Theodore,Shooter,[-77.   4.],1,04:37,NSH,VGK,NSH,18,VGK,54,0,0,,,8475797,8477447.0,2019020800,VGK,2020-02-02,Shea Theodore shot blocked shot by Jarred Tinordi
69,blocked_shot,,Dan Hamhuis,Blocker,Jonathan Marchessault,Shooter,[-71.   8.],1,02:25,NSH,VGK,NSH,18,VGK,54,0,0,,,8469465,8476539.0,2019020800,VGK,2020-02-02,Jonathan Marchessault shot blocked shot by Dan Hamhuis
74,blocked_shot,,Brayden McNabb,Blocker,Viktor Arvidsson,Shooter,[ 82. -12.],1,01:10,VGK,NSH,NSH,18,VGK,54,0,0,,,8475188,8478042.0,2019020800,VGK,2020-02-02,Viktor Arvidsson shot blocked shot by Brayden McNabb
77,blocked_shot,,Brayden McNabb,Blocker,Roman Josi,Shooter,[ 74. -10.],1,00:45,VGK,NSH,NSH,18,VGK,54,0,0,,,8475188,8474600.0,2019020800,VGK,2020-02-02,Roman Josi shot blocked shot by Brayden McNabb
104,blocked_shot,,Yannick Weber,Blocker,William Carrier,Shooter,[80.  2.],2,12:59,NSH,VGK,NSH,18,VGK,54,0,1,,,8474134,8477478.0,2019020800,VGK,2020-02-02,William Carrier shot blocked shot by Yannick Weber
121,blocked_shot,,Roman Josi,Blocker,Reilly Smith,Shooter,[76.  0.],2,10:03,NSH,VGK,NSH,18,VGK,54,0,1,,,8474600,8475191.0,2019020800,VGK,2020-02-02,Reilly Smith shot blocked shot by Roman Josi
129,blocked_shot,,Jarred Tinordi,Blocker,Nate Schmidt,Shooter,[66.  6.],2,07:48,NSH,VGK,NSH,18,VGK,54,0,1,,,8475797,8477220.0,2019020800,VGK,2020-02-02,Nate Schmidt shot blocked shot by Jarred Tinordi
135,blocked_shot,,Nick Holden,Blocker,Mattias Ekholm,Shooter,[-80.   6.],2,06:19,VGK,NSH,NSH,18,VGK,54,0,1,,,8474207,8475218.0,2019020800,VGK,2020-02-02,Mattias Ekholm shot blocked shot by Nick Holden
138,blocked_shot,,Max Pacioretty,Blocker,Matt Duchene,Shooter,[-66.  -6.],2,05:45,VGK,NSH,NSH,18,VGK,54,0,1,,,8474157,8475168.0,2019020800,VGK,2020-02-02,Matt Duchene shot blocked shot by Max Pacioretty
150,blocked_shot,,Dan Hamhuis,Blocker,Mark Stone,Shooter,[ 72. -14.],2,03:18,NSH,VGK,NSH,18,VGK,54,0,1,,,8469465,8475913.0,2019020800,VGK,2020-02-02,Mark Stone shot blocked shot by Dan Hamhuis
151,blocked_shot,,Mikael Granlund,Blocker,Max Pacioretty,Shooter,[64.  9.],2,03:13,NSH,VGK,NSH,18,VGK,54,0,1,,,8475798,8474157.0,2019020800,VGK,2020-02-02,Max Pacioretty shot blocked shot by Mikael Granlund
170,blocked_shot,,Jon Merrill,Blocker,Jarred Tinordi,Shooter,[69.  9.],3,18:28,VGK,NSH,NSH,18,VGK,54,0,1,,,8475750,8475797.0,2019020800,VGK,2020-02-02,Jarred Tinordi shot blocked shot by Jon Merrill
172,blocked_shot,,Dante Fabbro,Blocker,Tomas Nosek,Shooter,[-72. -21.],3,17:40,NSH,VGK,NSH,18,VGK,54,0,1,,,8479371,8477931.0,2019020800,VGK,2020-02-02,Tomas Nosek shot blocked shot by Dante Fabbro
175,blocked_shot,,Shea Theodore,Blocker,Mikael Granlund,Shooter,[62. 10.],3,16:50,VGK,NSH,NSH,18,VGK,54,0,1,,,8477447,8475798.0,2019020800,VGK,2020-02-02,Mikael Granlund shot blocked shot by Shea Theodore
197,blocked_shot,,Austin Watson,Blocker,Jon Merrill,Shooter,[-52. -19.],3,12:33,NSH,VGK,NSH,18,VGK,54,0,1,,,8475766,8475750.0,2019020800,VGK,2020-02-02,Jon Merrill shot blocked shot by Austin Watson
219,blocked_shot,,Kyle Turris,Blocker,Cody Eakin,Shooter,[-65.   1.],3,06:37,NSH,VGK,NSH,18,VGK,54,0,2,,,8474068,8475236.0,2019020800,VGK,2020-02-02,Cody Eakin shot blocked shot by Kyle Turris
220,blocked_shot,,Yannick Weber,Blocker,Alex Tuch,Shooter,[-83.  -2.],3,06:36,NSH,VGK,NSH,18,VGK,54,0,2,,,8474134,8477949.0,2019020800,VGK,2020-02-02,Alex Tuch shot blocked shot by Yannick Weber
