,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,game_id,winning_team,date,description
154,penalty,Hooking,Kevin Hayes,Alex Ovechkin,[-31.  16.],2,08:05,PHI,WSH,WSH,15,PHI,4,1,4,8475763,8471214.0,2019020849,,2020-02-09,Kevin Hayes Hooking against Alex Ovechkin
176,penalty,Slashing,Travis Sanheim,Richard Panik,[81. -3.],2,04:02,PHI,WSH,WSH,15,PHI,4,1,4,8477948,8475209.0,2019020849,,2020-02-09,Travis Sanheim Slashing against Richard Panik
191,penalty,Hooking,Richard Panik,Tyler Pitlick,[-71.   2.],2,00:07,WSH,PHI,WSH,15,PHI,4,1,4,8475209,8475752.0,2019020849,,2020-02-09,Richard Panik Hooking against Tyler Pitlick
206,penalty,Hooking,Richard Panik,Robert Hagg,[76. -4.],3,16:29,WSH,PHI,WSH,15,PHI,4,1,5,8475209,8477462.0,2019020849,,2020-02-09,Richard Panik Hooking against Robert Hagg
221,penalty,Unsportsmanlike conduct,Tom Wilson,,[82. 37.],3,13:43,WSH,PHI,WSH,15,PHI,4,1,6,8476880,,2019020849,,2020-02-09,Tom Wilson Unsportsmanlike conduct
224,penalty,Cross checking,Garnet Hathaway,Travis Konecny,[86. 34.],3,13:00,WSH,PHI,WSH,15,PHI,4,1,6,8477903,8478439.0,2019020849,,2020-02-09,Garnet Hathaway Cross checking against Travis Konecny
238,penalty,Fighting,Brendan Leipsic,Nicolas Aube-Kubel,[-8.  4.],3,09:00,WSH,PHI,WSH,15,PHI,4,1,7,8476894,8477979.0,2019020849,,2020-02-09,Brendan Leipsic Fighting against Nicolas Aube-Kubel
239,penalty,Fighting,Nicolas Aube-Kubel,Brendan Leipsic,[-73.  29.],3,09:00,PHI,WSH,WSH,15,PHI,4,1,7,8477979,8476894.0,2019020849,,2020-02-09,Nicolas Aube-Kubel Fighting against Brendan Leipsic
74,penalty,Holding,Martin Fehervary,Leo Komarov,[66. -3.],1,02:42,WSH,NYI,WSH,15,NYI,2,1,2,8480796,8473463.0,2019020862,,2020-02-11,Martin Fehervary Holding against Leo Komarov
77,penalty,Holding,Jordan Eberle,Nic Dowd,[96. 18.],1,02:05,NYI,WSH,WSH,15,NYI,2,1,2,8474586,8475343.0,2019020862,,2020-02-11,Jordan Eberle Holding against Nic Dowd
99,penalty,Interference,Garnet Hathaway,Brendan Leipsic,[72. 14.],2,17:06,WSH,NYI,WSH,15,NYI,2,1,4,8477903,8476894.0,2019020862,,2020-02-11,Garnet Hathaway Interference against Ryan Pulock served by Brendan Leipsic
100,penalty,Fighting,Garnet Hathaway,Ross Johnston,[81. 11.],2,17:06,WSH,NYI,WSH,15,NYI,2,1,4,8477903,8477527.0,2019020862,,2020-02-11,Garnet Hathaway Fighting against Ross Johnston
101,penalty,Fighting,Ross Johnston,Garnet Hathaway,[65. 21.],2,17:06,NYI,WSH,WSH,15,NYI,2,1,4,8477527,8477903.0,2019020862,,2020-02-11,Ross Johnston Fighting against Garnet Hathaway
125,penalty,Tripping,Mathew Barzal,Richard Panik,[77. 39.],2,12:50,NYI,WSH,WSH,15,NYI,2,1,4,8478445,8475209.0,2019020862,,2020-02-11,Mathew Barzal Tripping against Richard Panik
159,penalty,Hi-sticking,Scott Mayfield,Garnet Hathaway,[87. 36.],2,04:31,NYI,WSH,WSH,15,NYI,2,2,5,8476429,8477903.0,2019020862,,2020-02-11,Scott Mayfield Hi-sticking against Garnet Hathaway
68,penalty,Hi-sticking,T.J. Oshie,Ian Cole,[81.  3.],1,04:24,WSH,COL,COL,21,WSH,15,1,0,8471698,8474013.0,2019020888,,2020-02-14,T.J. Oshie Hi-sticking against Ian Cole
119,penalty,Slashing,Lars Eller,Andre Burakovsky,[  1. -15.],2,13:11,WSH,COL,COL,21,WSH,15,2,0,8474189,8477444.0,2019020888,,2020-02-14,Lars Eller Slashing against Andre Burakovsky
131,penalty,Hi-sticking,Tyson Jost,Nicklas Backstrom,[-60. -14.],2,09:28,COL,WSH,COL,21,WSH,15,2,0,8479370,8473563.0,2019020888,,2020-02-14,Tyson Jost Hi-sticking against Nicklas Backstrom
147,penalty,Hi-sticking,Erik Johnson,Radko Gudas,[-68.   5.],2,06:56,COL,WSH,COL,21,WSH,15,2,1,8473446,8475462.0,2019020888,,2020-02-14,Erik Johnson Hi-sticking against Radko Gudas
150,penalty,Holding,Nic Dowd,Andre Burakovsky,[-94. -11.],2,04:13,WSH,COL,COL,21,WSH,15,2,1,8475343,8477444.0,2019020888,,2020-02-14,Nic Dowd Holding against Andre Burakovsky
155,penalty,Delaying Game - Puck over glass,Lars Eller,,[ 47. -25.],2,03:13,WSH,COL,COL,21,WSH,15,2,1,8474189,,2019020888,,2020-02-14,Lars Eller Delaying Game - Puck over glass
163,penalty,Slashing,Joonas Donskoi,Tom Wilson,[-43.  -3.],2,01:03,COL,WSH,COL,21,WSH,15,2,1,8475820,8476880.0,2019020888,,2020-02-14,Joonas Donskoi Slashing against Tom Wilson
190,penalty,Hooking,Ian Cole,Tom Wilson,[83. -4.],3,15:58,COL,WSH,COL,21,WSH,15,2,1,8474013,8476880.0,2019020888,,2020-02-14,Ian Cole Hooking against Tom Wilson
217,penalty,Hi-sticking,Andre Burakovsky,T.J. Oshie,[-28.  33.],3,08:47,COL,WSH,COL,21,WSH,15,2,1,8477444,8471698.0,2019020888,,2020-02-14,Andre Burakovsky Hi-sticking against T.J. Oshie
8,penalty,Delaying Game - Puck over glass,Vinnie Hinostroza,,[-18. -41.],1,18:06,ARI,WSH,ARI,53,WSH,15,0,0,8476994,,2019020904,,2020-02-16,Vinnie Hinostroza Delaying Game - Puck over glass
71,penalty,Holding,Lars Eller,Taylor Hall,[59. 23.],1,08:08,WSH,ARI,ARI,53,WSH,15,0,0,8474189,8475791.0,2019020904,,2020-02-16,Lars Eller Holding against Taylor Hall
111,penalty,Tripping,Brad Richardson,Alex Ovechkin,[  9. -10.],2,19:32,ARI,WSH,ARI,53,WSH,15,0,0,8470755,8471214.0,2019020904,,2020-02-16,Brad Richardson Tripping against Alex Ovechkin
121,penalty,Roughing,Tom Wilson,Taylor Hall,[-93. -12.],2,17:04,WSH,ARI,ARI,53,WSH,15,0,0,8476880,8475791.0,2019020904,,2020-02-16,Tom Wilson Roughing against Taylor Hall
220,penalty,Tripping,Michal Kempny,Christian Fischer,[ -4. -22.],3,16:32,WSH,ARI,ARI,53,WSH,15,1,1,8479482,8478432.0,2019020904,,2020-02-16,Michal Kempny Tripping against Christian Fischer
246,penalty,Holding,Oliver Ekman-Larsson,Tom Wilson,[-79.  -2.],3,09:29,ARI,WSH,ARI,53,WSH,15,2,1,8475171,8476880.0,2019020904,,2020-02-16,Oliver Ekman-Larsson Holding against Tom Wilson
144,penalty,Tripping,Jon Merrill,Nic Dowd,[ 7. 16.],2,11:01,VGK,WSH,VGK,54,WSH,15,2,0,8475750,8475343.0,2019020918,,2020-02-18,Jon Merrill Tripping against Nic Dowd
192,penalty,Slashing,John Carlson,Paul Stastny,[-88. -26.],3,19:26,WSH,VGK,VGK,54,WSH,15,3,0,8474590,8471669.0,2019020918,,2020-02-18,John Carlson Slashing against Paul Stastny
198,penalty,Hooking,Cody Eakin,Dmitry Orlov,[74. 24.],3,16:44,VGK,WSH,VGK,54,WSH,15,3,0,8475236,8475200.0,2019020918,,2020-02-18,Cody Eakin Hooking against Dmitry Orlov
206,penalty,Tripping,Dmitry Orlov,Mark Stone,[-69. -22.],3,14:38,WSH,VGK,VGK,54,WSH,15,3,0,8475200,8475913.0,2019020918,,2020-02-18,Dmitry Orlov Tripping against Mark Stone
224,penalty,Tripping,Jon Merrill,Carl Hagelin,[97. -2.],3,10:29,VGK,WSH,VGK,54,WSH,15,3,1,8475750,8474176.0,2019020918,,2020-02-18,Jon Merrill Tripping against Carl Hagelin
38,penalty,Tripping,Jonathan Drouin,T.J. Oshie,[-72.  36.],1,11:13,MTL,WSH,WSH,15,MTL,8,1,0,8477494,8471698.0,2019020935,,2020-02-21,Jonathan Drouin Tripping against T.J. Oshie
79,penalty,Cross checking,Alex Ovechkin,Phillip Danault,[-82.  10.],2,19:23,WSH,MTL,WSH,15,MTL,8,1,1,8471214,8476479.0,2019020935,,2020-02-21,Alex Ovechkin Cross checking against Phillip Danault
9,penalty,Roughing,Connor Carrick,Tom Wilson,[-35. -39.],1,17:24,NJD,WSH,NJD,1,WSH,15,0,0,8476941,8476880.0,2019020948,,2020-02-23,Connor Carrick Roughing against Tom Wilson
18,penalty,Hi-sticking,Travis Zajac,Michal Kempny,[ 68. -28.],1,14:39,NJD,WSH,NJD,1,WSH,15,0,0,8471233,8479482.0,2019020948,,2020-02-23,Travis Zajac Hi-sticking against Michal Kempny
142,penalty,Hooking,Brenden Dillon,Kevin Rooney,[-92.  -3.],2,09:46,WSH,NJD,NJD,1,WSH,15,1,0,8475455,8479291.0,2019020948,,2020-02-23,Brenden Dillon Hooking against Kevin Rooney
158,penalty,Tripping,Colton White,T.J. Oshie,[ 93. -25.],2,05:57,NJD,WSH,NJD,1,WSH,15,2,0,8478841,8471698.0,2019020948,,2020-02-23,Colton White Tripping against T.J. Oshie
172,penalty,Holding,John Hayden,John Carlson,[-87. -24.],2,03:15,NJD,WSH,NJD,1,WSH,15,2,1,8477401,8474590.0,2019020948,,2020-02-23,John Hayden Holding against John Carlson
229,penalty,Unsportsmanlike conduct,Colton White,Evgeny Kuznetsov,[  0. -36.],3,09:09,NJD,WSH,NJD,1,WSH,15,2,2,8478841,8475744.0,2019020948,,2020-02-23,Colton White Unsportsmanlike conduct against Evgeny Kuznetsov
230,penalty,Unsportsmanlike conduct,Evgeny Kuznetsov,Colton White,[  1. -37.],3,09:09,WSH,NJD,NJD,1,WSH,15,2,2,8475744,8478841.0,2019020948,,2020-02-23,Evgeny Kuznetsov Unsportsmanlike conduct against Colton White
236,penalty,Hooking,Dakota Mermis,Lars Eller,[-76. -29.],3,08:05,NJD,WSH,NJD,1,WSH,15,2,2,8477541,8474189.0,2019020948,,2020-02-23,Dakota Mermis Hooking against Lars Eller
244,penalty,Hi-sticking,Travis Zajac,Tom Wilson,[40.  2.],3,06:19,NJD,WSH,NJD,1,WSH,15,2,2,8471233,8476880.0,2019020948,,2020-02-23,Travis Zajac Hi-sticking against Tom Wilson
255,penalty,Hooking,Evgeny Kuznetsov,Kyle Palmieri,[53. 34.],3,04:16,WSH,NJD,NJD,1,WSH,15,2,2,8475744,8475151.0,2019020948,,2020-02-23,Evgeny Kuznetsov Hooking against Kyle Palmieri
260,penalty,Slashing,Michal Kempny,Kyle Palmieri,[82.  0.],3,03:05,WSH,NJD,NJD,1,WSH,15,2,2,8479482,8475151.0,2019020948,,2020-02-23,Michal Kempny Slashing against Kyle Palmieri
76,penalty,Cross checking,Tom Wilson,Patric Hornqvist,[94. -7.],1,04:33,WSH,PIT,WSH,15,PIT,5,1,0,8476880,8471887.0,2019020959,,2020-02-23,Tom Wilson Cross checking against Patric Hornqvist
91,penalty,Hooking,John Carlson,Sidney Crosby,[ 95. -22.],1,00:22,WSH,PIT,WSH,15,PIT,5,1,0,8474590,8471675.0,2019020959,,2020-02-23,John Carlson Hooking against Sidney Crosby
95,penalty,Roughing,Brenden Dillon,Evgeni Malkin,[95. -6.],1,00:00,WSH,PIT,WSH,15,PIT,5,1,0,8475455,8471215.0,2019020959,,2020-02-23,Brenden Dillon Roughing against Evgeni Malkin
96,penalty,Roughing,Brenden Dillon,Evgeni Malkin,[98. -5.],1,00:00,WSH,PIT,WSH,15,PIT,5,1,0,8475455,8471215.0,2019020959,,2020-02-23,Brenden Dillon Roughing against Evgeni Malkin
97,penalty,Roughing,Evgeni Malkin,Brenden Dillon,[95. -5.],1,00:00,PIT,WSH,WSH,15,PIT,5,1,0,8471215,8475455.0,2019020959,,2020-02-23,Evgeni Malkin Roughing against Brenden Dillon
98,penalty,Roughing,Evgeni Malkin,Brenden Dillon,[97. -7.],1,00:00,PIT,WSH,WSH,15,PIT,5,1,0,8471215,8475455.0,2019020959,,2020-02-23,Evgeni Malkin Roughing against Brenden Dillon
115,penalty,Slashing,Marcus Pettersson,Tom Wilson,[ 22. -20.],2,16:04,PIT,WSH,WSH,15,PIT,5,1,0,8477969,8476880.0,2019020959,,2020-02-23,Marcus Pettersson Slashing against Tom Wilson
144,penalty,Holding,Garnet Hathaway,Anthony Angello,[82. -9.],2,10:44,WSH,PIT,WSH,15,PIT,5,1,0,8477903,8478074.0,2019020959,,2020-02-23,Garnet Hathaway Holding against Anthony Angello
145,penalty,Interference,Anthony Angello,Garnet Hathaway,[ 82. -11.],2,10:44,PIT,WSH,WSH,15,PIT,5,1,0,8478074,8477903.0,2019020959,,2020-02-23,Anthony Angello Interference against Garnet Hathaway
184,penalty,Slashing,Alex Ovechkin,Patric Hornqvist,[-79.   3.],2,03:32,WSH,PIT,WSH,15,PIT,5,1,2,8471214,8471887.0,2019020959,,2020-02-23,Alex Ovechkin Slashing against Patric Hornqvist
205,penalty,Slashing,Kris Letang,Evgeny Kuznetsov,[-71.  30.],3,19:03,PIT,WSH,WSH,15,PIT,5,1,2,8471724,8475744.0,2019020959,,2020-02-23,Kris Letang Slashing against Evgeny Kuznetsov
206,penalty,Slashing,Evgeny Kuznetsov,Kris Letang,[-69.  28.],3,19:03,WSH,PIT,WSH,15,PIT,5,1,2,8475744,8471724.0,2019020959,,2020-02-23,Evgeny Kuznetsov Slashing against Kris Letang
131,penalty,Hi-sticking,Radko Gudas,Kyle Connor,[-80. -19.],2,11:57,WSH,WPG,WSH,15,WPG,52,2,0,8475462,8478398.0,2019020973,,2020-02-26,Radko Gudas Hi-sticking against Kyle Connor
159,penalty,Fighting,Garnet Hathaway,Anthony Bitetto,[  0. -37.],2,06:23,WSH,WPG,WSH,15,WPG,52,3,0,8477903,8475868.0,2019020973,,2020-02-26,Garnet Hathaway Fighting against Anthony Bitetto
160,penalty,Fighting,Anthony Bitetto,Garnet Hathaway,[  5. -37.],2,06:23,WPG,WSH,WSH,15,WPG,52,3,0,8475868,8477903.0,2019020973,,2020-02-26,Anthony Bitetto Fighting against Garnet Hathaway
201,penalty,Interference,Dmitry Orlov,Jack Roslovic,[71.  0.],3,17:47,WSH,WPG,WSH,15,WPG,52,3,1,8475200,8478458.0,2019020973,,2020-02-26,Dmitry Orlov Interference against Jack Roslovic
215,penalty,Hooking,Dmitry Kulikov,Evgeny Kuznetsov,[-94.  27.],3,13:44,WPG,WSH,WSH,15,WPG,52,3,1,8475179,8475744.0,2019020973,,2020-02-26,Dmitry Kulikov Hooking against Evgeny Kuznetsov
249,penalty,Delaying Game - Puck over glass,Lars Eller,,[ 34. -18.],3,03:01,WSH,WPG,WSH,15,WPG,52,3,3,8474189,,2019020973,,2020-02-26,Lars Eller Delaying Game - Puck over glass
40,penalty,Hooking,Brenden Dillon,Mason Appleton,[-84.   5.],1,11:21,WSH,WPG,WPG,52,WSH,15,1,0,8475455,8478891.0,2019020992,,2020-02-28,Brenden Dillon Hooking against Mason Appleton
42,penalty,Hi-sticking,Radko Gudas,Kyle Connor,[-71.   6.],1,11:16,WSH,WPG,WPG,52,WSH,15,1,0,8475462,8478398.0,2019020992,,2020-02-28,Radko Gudas Hi-sticking against Kyle Connor
132,penalty,Cross checking,Evgeny Kuznetsov,Jansen Harkins,[82. -2.],2,08:23,WSH,WPG,WPG,52,WSH,15,1,0,8475744,8478424.0,2019020992,,2020-02-28,Evgeny Kuznetsov Cross checking against Jansen Harkins
145,penalty,Hooking,Neal Pionk,Alex Ovechkin,[-74.  -5.],2,04:53,WPG,WSH,WPG,52,WSH,15,1,0,8480145,8471214.0,2019020992,,2020-02-28,Neal Pionk Hooking against Alex Ovechkin
155,penalty,Hooking,Anthony Bitetto,Ilya Kovalchuk,[-97.   7.],2,02:50,WPG,WSH,WPG,52,WSH,15,1,0,8475868,8469454.0,2019020992,,2020-02-28,Anthony Bitetto Hooking against Ilya Kovalchuk
169,penalty,Holding,Dylan DeMelo,Nick Jensen,[34. 15.],3,18:48,WPG,WSH,WPG,52,WSH,15,1,0,8476331,8475324.0,2019020992,,2020-02-28,Dylan DeMelo Holding against Nick Jensen
22,penalty,Tripping,Greg Pateryn,Lars Eller,[69. 40.],1,14:31,MIN,WSH,MIN,30,WSH,15,1,0,8474688,8474189.0,2019021014,,2020-03-02,Greg Pateryn Tripping against Lars Eller
25,penalty,Hi-sticking,Alex Stalock,Marcus Foligno,[91. -4.],1,13:48,MIN,WSH,MIN,30,WSH,15,1,0,8471774,8475220.0,2019021014,,2020-03-02,Alex Stalock Hi-sticking against T.J. Oshie served by Marcus Foligno
49,penalty,Slashing,Nicklas Backstrom,Kevin Fiala,[-33.  -3.],1,08:04,WSH,MIN,MIN,30,WSH,15,1,3,8473563,8477942.0,2019021014,,2020-03-02,Nicklas Backstrom Slashing against Kevin Fiala
76,penalty,Fighting,Ryan Hartman,Brenden Dillon,[3. 1.],1,01:03,MIN,WSH,MIN,30,WSH,15,2,3,8477451,8475455.0,2019021014,,2020-03-02,Ryan Hartman Fighting against Brenden Dillon
77,penalty,Fighting,Brenden Dillon,Ryan Hartman,[4. 2.],1,01:03,WSH,MIN,MIN,30,WSH,15,2,3,8475455,8477451.0,2019021014,,2020-03-02,Brenden Dillon Fighting against Ryan Hartman
78,penalty,Slashing,Ryan Hartman,Ilya Kovalchuk,[54. 18.],1,01:03,MIN,WSH,MIN,30,WSH,15,2,3,8477451,8469454.0,2019021014,,2020-03-02,Ryan Hartman Slashing against Ilya Kovalchuk
79,penalty,Roughing,Ilya Kovalchuk,Alex Ovechkin,[80.  5.],1,01:03,WSH,MIN,MIN,30,WSH,15,2,3,8469454,8471214.0,2019021014,,2020-03-02,Ilya Kovalchuk Roughing against Ryan Hartman served by Alex Ovechkin
80,penalty,Roughing,Ilya Kovalchuk,Matt Dumba,[80.  5.],1,01:03,WSH,MIN,MIN,30,WSH,15,2,3,8469454,8476856.0,2019021014,,2020-03-02,Ilya Kovalchuk Roughing against Matt Dumba
117,penalty,Roughing,Garnet Hathaway,Jordan Greenway,[ 59. -41.],2,11:29,WSH,MIN,MIN,30,WSH,15,2,3,8477903,8478413.0,2019021014,,2020-03-02,Garnet Hathaway Roughing against Jordan Greenway
118,penalty,Roughing,Jordan Greenway,Garnet Hathaway,[ 49. -39.],2,11:29,MIN,WSH,MIN,30,WSH,15,2,3,8478413,8477903.0,2019021014,,2020-03-02,Jordan Greenway Roughing against Garnet Hathaway
119,penalty,Roughing,Richard Panik,Ryan Suter,[ 37. -40.],2,11:29,WSH,MIN,MIN,30,WSH,15,2,3,8475209,8470600.0,2019021014,,2020-03-02,Richard Panik Roughing against Ryan Suter
120,penalty,Roughing,Ryan Suter,Richard Panik,[ 54. -37.],2,11:29,MIN,WSH,MIN,30,WSH,15,2,3,8470600,8475209.0,2019021014,,2020-03-02,Ryan Suter Roughing against Richard Panik
136,penalty,Tripping,John Carlson,Jared Spurgeon,[ 99. -14.],2,07:14,WSH,MIN,MIN,30,WSH,15,2,3,8474590,8474716.0,2019021014,,2020-03-02,John Carlson Tripping against Jared Spurgeon
204,penalty,Interference,Michal Kempny,Kevin Fiala,[-22.  22.],3,08:20,WSH,MIN,MIN,30,WSH,15,2,4,8479482,8477942.0,2019021014,,2020-03-02,Michal Kempny Interference against Kevin Fiala
4,penalty,Interference,Scott Laughton,T.J. Oshie,[ 51. -38.],1,18:52,PHI,WSH,WSH,15,PHI,4,0,0,8476872,8471698.0,2019021029,,2020-03-05,Scott Laughton Interference against T.J. Oshie
55,penalty,Holding,Justin Braun,Garnet Hathaway,[-97.   5.],1,08:05,PHI,WSH,WSH,15,PHI,4,0,0,8474027,8477903.0,2019021029,,2020-03-05,Justin Braun Holding against Garnet Hathaway
76,penalty,Roughing,Tom Wilson,Jakub Vrana,[85. -9.],1,02:55,WSH,PHI,WSH,15,PHI,4,1,0,8476880,8477944.0,2019021029,,2020-03-05,Tom Wilson Roughing against Nate Thompson served by Jakub Vrana
77,penalty,Fighting,Tom Wilson,Nate Thompson,[ 91. -12.],1,02:55,WSH,PHI,WSH,15,PHI,4,1,0,8476880,8470775.0,2019021029,,2020-03-05,Tom Wilson Fighting against Nate Thompson
78,penalty,Fighting,Nate Thompson,Tom Wilson,[97. -2.],1,02:55,PHI,WSH,WSH,15,PHI,4,1,0,8470775,8476880.0,2019021029,,2020-03-05,Nate Thompson Fighting against Tom Wilson
83,penalty,Interference,Kevin Hayes,Garnet Hathaway,[36. 41.],1,01:23,PHI,WSH,WSH,15,PHI,4,1,0,8475763,8477903.0,2019021029,,2020-03-05,Kevin Hayes Interference against Garnet Hathaway
95,penalty,Slashing,Evgeny Kuznetsov,Kevin Hayes,[-21. -28.],2,18:43,WSH,PHI,WSH,15,PHI,4,1,0,8475744,8475763.0,2019021029,,2020-03-05,Evgeny Kuznetsov Slashing against Kevin Hayes
107,penalty,Too many men on the ice,Jakub Vrana,,[36. 29.],2,16:14,WSH,PHI,WSH,15,PHI,4,1,0,8477944,,2019021029,,2020-03-05,Too many men/ice served by Jakub Vrana
113,penalty,Hi-sticking,Garnet Hathaway,Travis Sanheim,[ 97. -13.],2,14:26,WSH,PHI,WSH,15,PHI,4,1,0,8477903,8477948.0,2019021029,,2020-03-05,Garnet Hathaway Hi-sticking against Travis Sanheim
151,penalty,Roughing,Brenden Dillon,Scott Laughton,[-55.  41.],2,07:18,WSH,PHI,WSH,15,PHI,4,1,1,8475455,8476872.0,2019021029,,2020-03-05,Brenden Dillon Roughing against Scott Laughton
182,penalty,Fighting,Robert Hagg,Tom Wilson,[-72.   2.],2,00:15,PHI,WSH,WSH,15,PHI,4,2,3,8477462,8476880.0,2019021029,,2020-03-05,Robert Hagg Fighting against Tom Wilson
183,penalty,Fighting,Tom Wilson,Robert Hagg,[-59.  -1.],2,00:15,WSH,PHI,WSH,15,PHI,4,2,3,8476880,8477462.0,2019021029,,2020-03-05,Tom Wilson Fighting against Robert Hagg
201,penalty,Hooking,Michael Raffl,Dmitry Orlov,[11. 22.],3,16:45,PHI,WSH,WSH,15,PHI,4,2,3,8477290,8475200.0,2019021029,,2020-03-05,Michael Raffl Hooking against Dmitry Orlov
261,penalty,Hi-sticking,Scott Laughton,John Carlson,[-75.   8.],3,04:11,PHI,WSH,WSH,15,PHI,4,2,5,8476872,8474590.0,2019021029,,2020-03-05,Scott Laughton Hi-sticking against John Carlson
5,penalty,Holding,Pavel Buchnevich,Nick Jensen,[-95.  20.],1,18:17,NYR,WSH,NYR,3,WSH,15,0,0,8477402,8475324.0,2019021036,,2020-03-06,Pavel Buchnevich Holding against Nick Jensen
