,event,secondary_type,player_one,player_one_role,player_two,player_two_role,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,game_winning,empty_net,player_one_id,player_two_id,game_id,winning_team,date,description
263,shot,Snap Shot,Stefan Noesen,Shooter,Curtis McElhinney,Goalie,[52. 30.],3,01:30,SJS,TBL,SJS,28,TBL,14,0,2,,,8476474,8470147.0,2019020805,TBL,2020-02-02,Stefan Noesen Snap Shot saved by Curtis McElhinney
267,shot,Tip-In,Barclay Goodrow,Shooter,Curtis McElhinney,Goalie,[75. -5.],3,01:00,SJS,TBL,SJS,28,TBL,14,0,2,,,8476624,8470147.0,2019020805,TBL,2020-02-02,Barclay Goodrow Tip-In saved by Curtis McElhinney
269,shot,Wrist Shot,Kevin Labanc,Shooter,Curtis McElhinney,Goalie,[71. 19.],3,00:53,SJS,TBL,SJS,28,TBL,14,0,2,,,8478099,8470147.0,2019020805,TBL,2020-02-02,Kevin Labanc Wrist Shot saved by Curtis McElhinney
5,missed_shot,,Ryan McDonagh,Shooter,,,[-36.  28.],1,18:59,TBL,SJS,SJS,28,TBL,14,0,0,,,8474151,,2019020805,TBL,2020-02-02,Ryan McDonagh Goalpost
11,missed_shot,,Nikita Kucherov,Shooter,,,[-48.  18.],1,18:27,TBL,SJS,SJS,28,TBL,14,0,0,,,8476453,,2019020805,TBL,2020-02-02,Nikita Kucherov Wide of Net
15,missed_shot,,Stefan Noesen,Shooter,,,[68. -8.],1,17:45,SJS,TBL,SJS,28,TBL,14,0,0,,,8476474,,2019020805,TBL,2020-02-02,Stefan Noesen Over Net
17,missed_shot,,Mitchell Stephens,Shooter,,,[-59.  -9.],1,16:50,TBL,SJS,SJS,28,TBL,14,0,0,,,8478477,,2019020805,TBL,2020-02-02,Mitchell Stephens Wide of Net
18,missed_shot,,Kevin Shattenkirk,Shooter,,,[-38.  27.],1,16:43,TBL,SJS,SJS,28,TBL,14,0,0,,,8474031,,2019020805,TBL,2020-02-02,Kevin Shattenkirk Wide of Net
19,missed_shot,,Steven Stamkos,Shooter,,,[-83. -18.],1,16:31,TBL,SJS,SJS,28,TBL,14,0,0,,,8474564,,2019020805,TBL,2020-02-02,Steven Stamkos Wide of Net
31,missed_shot,,Brent Burns,Shooter,,,[53. 25.],1,12:55,SJS,TBL,SJS,28,TBL,14,0,0,,,8470613,,2019020805,TBL,2020-02-02,Brent Burns Wide of Net
33,missed_shot,,Kevin Labanc,Shooter,,,[59. -1.],1,11:58,SJS,TBL,SJS,28,TBL,14,0,0,,,8478099,,2019020805,TBL,2020-02-02,Kevin Labanc Over Net
34,missed_shot,,Patrick Marleau,Shooter,,,[63. -7.],1,11:18,SJS,TBL,SJS,28,TBL,14,0,0,,,8466139,,2019020805,TBL,2020-02-02,Patrick Marleau Over Net
45,missed_shot,,Alex Killorn,Shooter,,,[-52. -18.],1,07:30,TBL,SJS,SJS,28,TBL,14,0,0,,,8473986,,2019020805,TBL,2020-02-02,Alex Killorn Over Net
48,missed_shot,,Kevin Shattenkirk,Shooter,,,[-40.  23.],1,06:49,TBL,SJS,SJS,28,TBL,14,0,0,,,8474031,,2019020805,TBL,2020-02-02,Kevin Shattenkirk Over Net
64,missed_shot,,Steven Stamkos,Shooter,,,[-59. -22.],1,03:00,TBL,SJS,SJS,28,TBL,14,0,0,,,8474564,,2019020805,TBL,2020-02-02,Steven Stamkos Wide of Net
65,missed_shot,,Timo Meier,Shooter,,,[55.  2.],1,02:29,SJS,TBL,SJS,28,TBL,14,0,0,,,8478414,,2019020805,TBL,2020-02-02,Timo Meier Wide of Net
68,missed_shot,,Mitchell Stephens,Shooter,,,[-37.  16.],1,01:21,TBL,SJS,SJS,28,TBL,14,0,0,,,8478477,,2019020805,TBL,2020-02-02,Mitchell Stephens Over Net
84,missed_shot,,Kevin Labanc,Shooter,,,[-40. -12.],2,19:12,SJS,TBL,SJS,28,TBL,14,0,0,,,8478099,,2019020805,TBL,2020-02-02,Kevin Labanc Wide of Net
88,missed_shot,,Timo Meier,Shooter,,,[-48.  29.],2,18:52,SJS,TBL,SJS,28,TBL,14,0,0,,,8478414,,2019020805,TBL,2020-02-02,Timo Meier Wide of Net
97,missed_shot,,Stefan Noesen,Shooter,,,[-50.   0.],2,16:34,SJS,TBL,SJS,28,TBL,14,0,0,,,8476474,,2019020805,TBL,2020-02-02,Stefan Noesen Over Net
103,missed_shot,,Mikhail Sergachev,Shooter,,,[45. 34.],2,15:59,TBL,SJS,SJS,28,TBL,14,0,0,,,8479410,,2019020805,TBL,2020-02-02,Mikhail Sergachev Wide of Net
122,missed_shot,,Brenden Dillon,Shooter,,,[-60.  -7.],2,13:09,SJS,TBL,SJS,28,TBL,14,0,1,,,8475455,,2019020805,TBL,2020-02-02,Brenden Dillon Over Net
129,missed_shot,,Brayden Point,Shooter,,,[57.  0.],2,11:44,TBL,SJS,SJS,28,TBL,14,0,1,,,8478010,,2019020805,TBL,2020-02-02,Brayden Point Wide of Net
135,missed_shot,,Marc-Edouard Vlasic,Shooter,,,[-77.  19.],2,09:22,SJS,TBL,SJS,28,TBL,14,0,1,,,8471709,,2019020805,TBL,2020-02-02,Marc-Edouard Vlasic Wide of Net
144,missed_shot,,Brent Burns,Shooter,,,[-39.  23.],2,08:04,SJS,TBL,SJS,28,TBL,14,0,1,,,8470613,,2019020805,TBL,2020-02-02,Brent Burns Wide of Net
148,missed_shot,,Victor Hedman,Shooter,,,[38. 17.],2,06:46,TBL,SJS,SJS,28,TBL,14,0,1,,,8475167,,2019020805,TBL,2020-02-02,Victor Hedman Wide of Net
153,missed_shot,,Brent Burns,Shooter,,,[-48. -28.],2,06:12,SJS,TBL,SJS,28,TBL,14,0,1,,,8470613,,2019020805,TBL,2020-02-02,Brent Burns Wide of Net
156,missed_shot,,Patrick Marleau,Shooter,,,[-48.  -2.],2,05:11,SJS,TBL,SJS,28,TBL,14,0,1,,,8466139,,2019020805,TBL,2020-02-02,Patrick Marleau Wide of Net
185,missed_shot,,Anthony Cirelli,Shooter,,,[-43. -13.],3,15:45,TBL,SJS,SJS,28,TBL,14,0,1,,,8478519,,2019020805,TBL,2020-02-02,Anthony Cirelli Wide of Net
192,missed_shot,,Brent Burns,Shooter,,,[ 43. -27.],3,14:49,SJS,TBL,SJS,28,TBL,14,0,1,,,8470613,,2019020805,TBL,2020-02-02,Brent Burns Over Net
196,missed_shot,,Brenden Dillon,Shooter,,,[33. 32.],3,14:36,SJS,TBL,SJS,28,TBL,14,0,1,,,8475455,,2019020805,TBL,2020-02-02,Brenden Dillon Wide of Net
197,missed_shot,,Stefan Noesen,Shooter,,,[ 59. -32.],3,14:30,SJS,TBL,SJS,28,TBL,14,0,1,,,8476474,,2019020805,TBL,2020-02-02,Stefan Noesen Wide of Net
198,missed_shot,,Brayden Point,Shooter,,,[-59. -11.],3,14:22,TBL,SJS,SJS,28,TBL,14,0,1,,,8478010,,2019020805,TBL,2020-02-02,Brayden Point Goalpost
220,missed_shot,,Brent Burns,Shooter,,,[ 37. -31.],3,09:32,SJS,TBL,SJS,28,TBL,14,0,1,,,8470613,,2019020805,TBL,2020-02-02,Brent Burns Wide of Net
239,missed_shot,,Mikhail Sergachev,Shooter,,,[-35. -34.],3,06:42,TBL,SJS,SJS,28,TBL,14,0,1,,,8479410,,2019020805,TBL,2020-02-02,Mikhail Sergachev Wide of Net
1,blocked_shot,,Kevin Labanc,Blocker,Victor Hedman,Shooter,[-35. -38.],1,19:52,SJS,TBL,SJS,28,TBL,14,0,0,,,8478099,8475167.0,2019020805,TBL,2020-02-02,Victor Hedman shot blocked shot by Kevin Labanc
41,blocked_shot,,Joel Kellman,Blocker,Kevin Shattenkirk,Shooter,[-49.  22.],1,08:43,SJS,TBL,SJS,28,TBL,14,0,0,,,8481516,8474031.0,2019020805,TBL,2020-02-02,Kevin Shattenkirk shot blocked shot by Joel Kellman
46,blocked_shot,,Stefan Noesen,Blocker,Mikhail Sergachev,Shooter,[-45.   2.],1,07:03,SJS,TBL,SJS,28,TBL,14,0,0,,,8476474,8479410.0,2019020805,TBL,2020-02-02,Mikhail Sergachev shot blocked shot by Stefan Noesen
47,blocked_shot,,Stefan Noesen,Blocker,Mikhail Sergachev,Shooter,[-47.   1.],1,06:58,SJS,TBL,SJS,28,TBL,14,0,0,,,8476474,8479410.0,2019020805,TBL,2020-02-02,Mikhail Sergachev shot blocked shot by Stefan Noesen
51,blocked_shot,,Timo Meier,Blocker,Victor Hedman,Shooter,[-44.  -7.],1,05:43,SJS,TBL,SJS,28,TBL,14,0,0,,,8478414,8475167.0,2019020805,TBL,2020-02-02,Victor Hedman shot blocked shot by Timo Meier
66,blocked_shot,,Brent Burns,Blocker,Mitchell Stephens,Shooter,[-56. -12.],1,01:42,SJS,TBL,SJS,28,TBL,14,0,0,,,8470613,8478477.0,2019020805,TBL,2020-02-02,Mitchell Stephens shot blocked shot by Brent Burns
79,blocked_shot,,Dylan Gambrell,Blocker,Tyler Johnson,Shooter,[-40.  15.],1,00:28,SJS,TBL,SJS,28,TBL,14,0,0,,,8479580,8474870.0,2019020805,TBL,2020-02-02,Tyler Johnson shot blocked shot by Dylan Gambrell
87,blocked_shot,,Erik Cernak,Blocker,Stefan Noesen,Shooter,[-40. -30.],2,18:59,TBL,SJS,SJS,28,TBL,14,0,0,,,8478416,8476474.0,2019020805,TBL,2020-02-02,Stefan Noesen shot blocked shot by Erik Cernak
99,blocked_shot,,Steven Stamkos,Blocker,Brent Burns,Shooter,[-52.  11.],2,16:28,TBL,SJS,SJS,28,TBL,14,0,0,,,8474564,8470613.0,2019020805,TBL,2020-02-02,Brent Burns shot blocked shot by Steven Stamkos
101,blocked_shot,,Brenden Dillon,Blocker,Kevin Shattenkirk,Shooter,[47.  1.],2,16:13,SJS,TBL,SJS,28,TBL,14,0,0,,,8475455,8474031.0,2019020805,TBL,2020-02-02,Kevin Shattenkirk shot blocked shot by Brenden Dillon
110,blocked_shot,,Erik Cernak,Blocker,Kevin Labanc,Shooter,[-63. -26.],2,15:22,TBL,SJS,SJS,28,TBL,14,0,1,,,8478416,8478099.0,2019020805,TBL,2020-02-02,Kevin Labanc shot blocked shot by Erik Cernak
121,blocked_shot,,Anthony Cirelli,Blocker,Brent Burns,Shooter,[-58.   8.],2,13:33,TBL,SJS,SJS,28,TBL,14,0,1,,,8478519,8470613.0,2019020805,TBL,2020-02-02,Brent Burns shot blocked shot by Anthony Cirelli
128,blocked_shot,,Joe Thornton,Blocker,Jan Rutta,Shooter,[ 50. -13.],2,11:52,SJS,TBL,SJS,28,TBL,14,0,1,,,8466138,8480172.0,2019020805,TBL,2020-02-02,Jan Rutta shot blocked shot by Joe Thornton
141,blocked_shot,,Brent Burns,Blocker,Erik Cernak,Shooter,[ 66. -10.],2,08:22,SJS,TBL,SJS,28,TBL,14,0,1,,,8470613,8478416.0,2019020805,TBL,2020-02-02,Erik Cernak shot blocked shot by Brent Burns
158,blocked_shot,,Mikhail Sergachev,Blocker,Patrick Marleau,Shooter,[-67.  -6.],2,04:57,TBL,SJS,SJS,28,TBL,14,0,1,,,8479410,8466139.0,2019020805,TBL,2020-02-02,Patrick Marleau shot blocked shot by Mikhail Sergachev
161,blocked_shot,,Evander Kane,Blocker,Jan Rutta,Shooter,[ 51. -16.],2,03:37,SJS,TBL,SJS,28,TBL,14,0,1,,,8475169,8480172.0,2019020805,TBL,2020-02-02,Jan Rutta shot blocked shot by Evander Kane
162,blocked_shot,,Barclay Goodrow,Blocker,Steven Stamkos,Shooter,[73. 14.],2,03:27,SJS,TBL,SJS,28,TBL,14,0,1,,,8476624,8474564.0,2019020805,TBL,2020-02-02,Steven Stamkos shot blocked shot by Barclay Goodrow
168,blocked_shot,,Mikhail Sergachev,Blocker,Radim Simek,Shooter,[-72.  -7.],2,02:28,TBL,SJS,SJS,28,TBL,14,0,1,,,8479410,8480160.0,2019020805,TBL,2020-02-02,Radim Simek shot blocked shot by Mikhail Sergachev
