"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Radek Faksa","RADEK.FAKSA","18-19","DAL","C","L",1994-01-09,24,79,68.55,0.87,20.34,30,7,3,58,46,9,7,1,0
"Radek Faksa","RADEK.FAKSA","19-20","DAL","C","L",1994-01-09,25,62,95.38,1.54,31.65,46,6,2,73,65,15,8,6,0
"Radim Vrbata","RADIM.VRBATA","07-08","ARI","R","R",1981-06-13,26,76,240.87,3.17,50.7,101,50,1,59,162,91,10,2,0
"Radim Vrbata","RADIM.VRBATA","08-09","T.B","R","R",1981-06-13,27,18,53.22,2.96,38.58,26,7,1,33,35,8,1,0,0
"Radim Vrbata","RADIM.VRBATA","09-10","ARI","R","R",1981-06-13,28,80,194.18,2.43,38.51,95,18,5,111,135,36,11,0,0
"Radim Vrbata","RADIM.VRBATA","10-11","ARI","R","R",1981-06-13,29,77,241.68,3.14,55.87,151,22,4,41,241,44,13,2,1
"Radim Vrbata","RADIM.VRBATA","11-12","ARI","R","R",1981-06-13,30,76,231.02,3.04,60.22,137,18,3,27,209,40,6,2,0
"Radim Vrbata","RADIM.VRBATA","12-13","ARI","R","R",1981-06-13,31,33,100.1,3.03,52.45,57,7,1,33,94,13,4,3,0
"Radim Vrbata","RADIM.VRBATA","13-14","ARI","R","R",1981-06-13,32,80,209,2.61,49.4,95,22,2,86,164,45,10,4,0
"Radim Vrbata","RADIM.VRBATA","14-15","VAN","R","R",1981-06-13,33,75,218.6,2.91,59.33,147,19,2,33,209,27,7,2,0
"Radim Vrbata","RADIM.VRBATA","15-16","VAN","R","R",1981-06-13,34,60,164.78,2.75,53.28,99,13,2,39,149,23,9,1,0
"Radim Vrbata","RADIM.VRBATA","16-17","ARI","R","R",1981-06-13,35,78,204.13,2.62,54.93,105,17,3,49,173,29,9,2,0
"Radim Vrbata","RADIM.VRBATA","17-18","FLA","R","R",1981-06-13,36,41,55.13,1.34,25.94,19,7,4,50,30,12,6,2,0
"Radko Gudas","RADKO.GUDAS","13-14","T.B","D","R",1990-06-05,23,73,54.48,0.75,14.31,19,10,6,51,35,12,7,1,0
"Raffi Torres","RAFFI.TORRES","07-08","EDM","L","L",1981-10-08,25,32,83.8,2.62,37.17,30,21,1,37,42,33,3,0,0
"Raffi Torres","RAFFI.TORRES","09-10","CBJ","L","L",1981-10-08,27,58,134.52,2.32,39.64,59,13,2,101,87,22,5,1,0
"Raffi Torres","RAFFI.TORRES","10-11","VAN","L","L",1981-10-08,28,77,73.3,0.95,16.8,8,10,0,91,15,17,1,0,0
"Raffi Torres","RAFFI.TORRES","11-12","ARI","L","L",1981-10-08,29,78,63.37,0.81,16.36,27,13,3,48,41,17,7,2,0
"Randy Jones","RANDY.JONES","07-08","PHI","D","L",1981-07-23,26,70,152.92,2.18,32.02,47,28,7,116,78,49,9,1,0
"Randy Jones","RANDY.JONES","08-09","PHI","D","L",1981-07-23,27,47,72.02,1.53,28.68,30,6,3,50,40,12,4,0,0
"Randy Jones","RANDY.JONES","09-10","L.A","D","L",1981-07-23,28,47,99.45,2.12,37.15,23,19,2,74,51,23,4,2,0
"Randy Robitaille","RANDY.ROBITAILLE","07-08","OTT","C","L",1975-10-12,31,67,112.73,1.68,27.19,36,21,5,80,63,36,6,0,0
"Raphael Diaz","RAPHAEL.DIAZ","11-12","MTL","D","R",1986-01-09,25,59,95.88,1.63,27.92,33,10,4,77,59,12,7,1,0
"Raphael Diaz","RAPHAEL.DIAZ","12-13","MTL","D","R",1986-01-09,26,23,74.05,3.22,45.46,35,7,2,33,60,10,4,0,0
"Raphael Diaz","RAPHAEL.DIAZ","13-14","MTL","D","R",1986-01-09,27,46,55.88,1.21,21.86,26,9,3,62,40,16,4,1,0
"Raphael Diaz","RAPHAEL.DIAZ","14-15","CGY","D","R",1986-01-09,28,55,54.15,0.98,18.58,34,3,2,36,40,6,3,0,0
"Rasmus Andersson","RASMUS.ANDERSSON","18-19","CGY","D","R",1996-10-27,21,78,78.08,1,18.87,34,9,6,49,56,17,7,0,0
"Rasmus Andersson","RASMUS.ANDERSSON","19-20","CGY","D","R",1996-10-27,22,68,99.57,1.46,32.97,33,20,3,72,68,32,6,2,0
"Rasmus Dahlin","RASMUS.DAHLIN","18-19","BUF","D","L",2000-04-13,18,81,219.13,2.71,56.72,102,20,1,50,195,38,6,2,0
"Rasmus Dahlin","RASMUS.DAHLIN","19-20","BUF","D","L",2000-04-13,19,58,190.62,3.29,70.51,90,11,0,11,175,22,2,2,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","13-14","BUF","D","R",1994-10-27,18,34,53.88,1.58,34.1,26,7,4,19,48,9,5,1,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","14-15","BUF","D","R",1994-10-27,19,74,150,2.03,43.16,62,18,8,49,116,31,12,4,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","15-16","BUF","D","R",1994-10-27,20,80,235.02,2.94,57.19,114,29,5,61,200,42,18,3,1
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","16-17","BUF","D","R",1994-10-27,21,76,234.87,3.09,66.02,129,20,2,18,244,31,14,3,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","17-18","BUF","D","R",1994-10-27,22,71,255.02,3.59,66.24,119,25,1,24,242,36,5,0,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","18-19","BUF","D","R",1994-10-27,23,77,216.23,2.81,57.87,87,23,3,53,178,37,14,5,0
"Rasmus Ristolainen","RASMUS.RISTOLAINEN","19-20","BUF","D","R",1994-10-27,24,68,153.13,2.25,47.63,87,12,1,40,135,19,1,0,0
"Ray Whitney","RAY.WHITNEY","07-08","CAR","L","R",1972-05-08,35,66,291.82,4.42,55.45,125,62,5,91,205,116,19,7,0
"Ray Whitney","RAY.WHITNEY","08-09","CAR","L","R",1972-05-08,36,81,285.57,3.53,50.2,149,29,4,93,238,50,15,1,0
"Ray Whitney","RAY.WHITNEY","09-10","CAR","L","R",1972-05-08,37,78,282.82,3.63,58.04,162,39,0,64,275,66,10,2,0
"Ray Whitney","RAY.WHITNEY","10-11","ARI","L","R",1972-05-08,38,73,246.65,3.38,58.8,134,17,3,34,238,33,11,2,1
"Ray Whitney","RAY.WHITNEY","11-12","ARI","L","R",1972-05-08,39,81,289.97,3.58,72.05,122,19,2,23,246,48,9,5,0
"Ray Whitney","RAY.WHITNEY","12-13","DAL","L","R",1972-05-08,40,31,115.37,3.72,63.37,65,13,1,19,98,28,6,2,0
"Ray Whitney","RAY.WHITNEY","13-14","DAL","L","R",1972-05-08,41,68,191.7,2.82,48.58,104,12,8,55,166,31,13,2,0
"Reid Boucher","REID.BOUCHER","15-16","N.J","C","L",1993-09-08,22,38,70.9,1.87,40.11,34,8,1,43,52,14,2,0,0
"Reilly Smith","REILLY.SMITH","13-14","BOS","R","L",1991-04-01,22,79,131.62,1.67,36.62,71,21,5,62,122,29,7,0,1
"Reilly Smith","REILLY.SMITH","14-15","BOS","R","L",1991-04-01,23,77,141.77,1.84,40.12,73,21,1,58,138,41,4,2,0
"Reilly Smith","REILLY.SMITH","15-16","FLA","R","L",1991-04-01,24,80,197.37,2.47,45.36,111,21,4,77,166,43,13,2,0
"Reilly Smith","REILLY.SMITH","16-17","FLA","R","L",1991-04-01,25,78,190.48,2.44,45.41,108,23,3,87,169,46,8,2,0
"Reilly Smith","REILLY.SMITH","17-18","VGK","R","L",1991-04-01,26,65,152.02,2.34,45.54,83,15,2,63,135,22,5,1,0
"Reilly Smith","REILLY.SMITH","18-19","VGK","R","L",1991-04-01,27,74,176.45,2.38,52.83,112,16,0,33,190,25,2,2,0
"Reilly Smith","REILLY.SMITH","19-20","VGK","R","L",1991-04-01,28,69,128.48,1.86,42.44,69,6,1,66,126,21,1,0,0
"Rene Bourque","RENE.BOURQUE","07-08","CHI","L","L",1981-12-10,25,60,62.02,1.03,15.26,23,17,4,44,31,22,7,0,0
"Rene Bourque","RENE.BOURQUE","08-09","CGY","L","L",1981-12-10,26,56,57.87,1.03,14.2,26,15,3,49,38,18,6,2,0
"Rene Bourque","RENE.BOURQUE","09-10","CGY","L/R","L",1981-12-10,27,73,168.68,2.31,42.25,73,12,1,95,116,29,5,0,0
"Rene Bourque","RENE.BOURQUE","10-11","CGY","R","L",1981-12-10,28,80,227.17,2.84,46.74,110,23,2,93,190,43,14,5,0
"Rene Bourque","RENE.BOURQUE","11-12","CGY","R","L",1981-12-10,29,38,107.3,2.82,49.93,42,13,1,41,71,32,5,3,0
"Rene Bourque","RENE.BOURQUE","11-12","MTL","R","L",1981-12-10,29,38,70.77,1.86,34.11,23,12,4,47,32,17,6,0,0
"Rene Bourque","RENE.BOURQUE","12-13","MTL","R","L",1981-12-10,30,27,70.23,2.6,34.81,30,12,0,38,46,17,2,0,0
"Rene Bourque","RENE.BOURQUE","13-14","MTL","R","L",1981-12-10,31,62,75.17,1.21,21.6,43,13,3,50,64,18,8,3,0
"Rene Bourque","RENE.BOURQUE","16-17","COL","R","L",1981-12-10,34,64,96.47,1.51,29.39,51,10,3,62,69,15,14,6,0
"Rich Peverley","RICH.PEVERLEY","08-09","ATL","C","R",1982-07-08,26,39,97.23,2.49,34.63,32,13,7,68,55,22,12,1,0
"Rich Peverley","RICH.PEVERLEY","09-10","ATL","C","R",1982-07-08,27,82,245.97,3,47.4,103,19,6,89,175,40,16,1,0
"Rich Peverley","RICH.PEVERLEY","10-11","ATL","C","R",1982-07-08,28,58,170.95,2.95,53.61,102,20,1,43,159,35,6,1,0
"Rich Peverley","RICH.PEVERLEY","11-12","BOS","C","R",1982-07-08,29,55,153.53,2.79,50.55,76,12,5,54,130,18,7,0,0
"Rich Peverley","RICH.PEVERLEY","12-13","BOS","C","R",1982-07-08,30,44,79.62,1.81,41.22,42,4,0,47,63,9,0,0,0
"Rich Peverley","RICH.PEVERLEY","13-14","DAL","C","R",1982-07-08,31,62,122.07,1.97,32.4,58,15,11,54,91,22,13,2,0
"Richard Panik","RICHARD.PANIK","13-14","T.B","R","L",1991-02-07,22,50,64.98,1.3,24.5,29,6,4,37,40,9,5,1,0
"Richard Panik","RICHARD.PANIK","14-15","TOR","R","L",1991-02-07,23,76,60.13,0.79,14.35,28,6,2,44,38,13,4,2,0
"Richard Panik","RICHARD.PANIK","16-17","CHI","R","L",1991-02-07,25,81,133.72,1.65,35.96,75,10,5,66,111,14,10,4,0
"Richard Panik","RICHARD.PANIK","17-18","ARI","R","L",1991-02-07,26,35,70.43,2.01,46.81,45,5,1,24,67,8,2,1,0
"Richard Panik","RICHARD.PANIK","17-18","CHI","R","L",1991-02-07,26,37,67,1.81,28.88,36,4,2,37,54,9,2,0,0
"Richard Panik","RICHARD.PANIK","18-19","ARI","R","L",1991-02-07,27,74,145.18,1.96,38.49,74,20,3,69,115,28,9,4,0
"Richard Park","RICHARD.PARK","07-08","NYI","R","R",1976-05-27,31,82,93.4,1.14,18.84,33,34,4,48,61,50,7,1,0
"Richard Park","RICHARD.PARK","08-09","NYI","R","R",1976-05-27,32,71,111.78,1.57,26.06,46,16,4,80,70,25,7,0,0
"Richard Zednik","RICHARD.ZEDNIK","07-08","FLA","L","L",1976-01-06,31,53,153.38,2.89,49.05,66,36,3,73,109,51,9,2,0
"Richard Zednik","RICHARD.ZEDNIK","08-09","FLA","L/R","L",1976-01-06,32,68,152.77,2.25,35.78,39,18,5,145,59,25,7,1,0
"Rick Nash","RICK.NASH","07-08","CBJ","L","L",1984-06-16,23,80,257.67,3.22,48.97,121,72,8,103,183,107,11,1,0
"Rick Nash","RICK.NASH","08-09","CBJ","L","L",1984-06-16,24,75,260.95,3.48,55.36,144,44,7,96,226,71,14,2,0
"Rick Nash","RICK.NASH","09-10","CBJ","L","L",1984-06-16,25,74,223.58,3.02,52.11,131,36,4,81,200,47,8,1,0
"Rick Nash","RICK.NASH","10-11","CBJ","L","L",1984-06-16,26,73,246.67,3.38,57.81,142,39,6,54,227,56,12,2,0
"Rick Nash","RICK.NASH","11-12","CBJ","L","L",1984-06-16,27,81,271.8,3.36,52.14,135,27,6,87,260,57,13,3,0
"Rick Nash","RICK.NASH","12-13","NYR","L","L",1984-06-16,28,44,127.87,2.91,55.93,83,8,3,17,124,17,7,1,0
"Rick Nash","RICK.NASH","13-14","NYR","L","L",1984-06-16,29,64,151.02,2.36,45.86,108,18,3,63,156,32,16,9,0
"Rick Nash","RICK.NASH","14-15","NYR","L","L",1984-06-16,30,75,195.8,2.61,55.09,132,26,0,41,202,37,12,4,0
"Rick Nash","RICK.NASH","15-16","NYR","L","L",1984-06-16,31,58,123.28,2.13,46.74,73,12,2,49,118,21,12,3,0
"Rick Nash","RICK.NASH","16-17","NYR","L","L",1984-06-16,32,64,132.4,2.07,41.59,66,12,7,80,98,20,13,1,0
"Rick Nash","RICK.NASH","17-18","NYR","L","L",1984-06-16,33,58,127.28,2.19,43.69,78,14,1,57,117,19,11,6,0
"Rickard Rakell","RICKARD.RAKELL","14-15","ANA","R","R",1993-05-05,21,68,90.48,1.33,28.92,50,15,2,44,71,28,7,2,0
"Rickard Rakell","RICKARD.RAKELL","15-16","ANA","R","R",1993-05-05,22,69,155.57,2.25,45.91,77,14,3,57,122,27,7,2,0
"Rickard Rakell","RICKARD.RAKELL","16-17","ANA","R","R",1993-05-05,23,69,157.1,2.28,47.11,67,14,6,69,107,27,14,6,0
"Rickard Rakell","RICKARD.RAKELL","17-18","ANA","R","R",1993-05-05,24,74,198.1,2.68,60.99,98,23,1,32,169,34,2,0,1
"Rickard Rakell","RICKARD.RAKELL","18-19","ANA","R","R",1993-05-05,25,69,161.42,2.34,56.49,86,17,3,31,143,26,10,2,0
"Rickard Rakell","RICKARD.RAKELL","19-20","ANA","R","R",1993-05-05,26,64,148.03,2.31,52.74,82,18,2,53,125,23,4,2,0
"Riley Nash","RILEY.NASH","13-14","CAR","C","R",1989-05-09,24,71,56.88,0.8,14.85,30,7,2,36,51,9,2,0,0
"Riley Nash","RILEY.NASH","14-15","CAR","C","R",1989-05-09,25,65,110.85,1.71,34.58,66,8,4,41,98,19,7,2,0
"Riley Nash","RILEY.NASH","15-16","CAR","C","R",1989-05-09,26,62,62.97,1.02,21.37,29,6,0,35,43,9,0,0,0
"Riley Sheahan","RILEY.SHEAHAN","13-14","DET","C","L",1991-12-07,21,42,86.97,2.07,38.78,55,10,4,41,76,18,5,1,0
"Riley Sheahan","RILEY.SHEAHAN","14-15","DET","C","L",1991-12-07,22,79,180.23,2.28,41.3,98,25,4,100,144,33,10,1,0
"Riley Sheahan","RILEY.SHEAHAN","15-16","DET","C","L",1991-12-07,23,80,90.23,1.13,21.91,49,7,4,57,67,7,8,3,0
"Riley Sheahan","RILEY.SHEAHAN","16-17","DET","C","L",1991-12-07,24,77,84.37,1.1,21.97,48,11,2,53,61,15,6,1,0
"Rob Blake","ROB.BLAKE","07-08","L.A","D","R",1969-12-10,37,71,263.85,3.72,53.13,103,59,4,77,191,87,12,1,0
"Rob Blake","ROB.BLAKE","08-09","S.J","D","R",1969-12-10,38,73,191.28,2.62,39.78,82,33,2,100,157,56,7,1,0
"Rob Blake","ROB.BLAKE","09-10","S.J","D","R",1969-12-10,39,68,156.93,2.31,39.31,60,17,5,96,111,29,12,3,0
"Rob Niedermayer","ROB.NIEDERMAYER","07-08","ANA","C","L",1974-12-28,32,77,62.83,0.82,12.69,26,15,2,56,34,24,4,0,0
"Rob Niedermayer","ROB.NIEDERMAYER","09-10","N.J","C","L",1974-12-28,34,69,60.45,0.88,16.93,45,10,3,52,58,13,5,0,0
"Rob Schremp","ROB.SCHREMP","09-10","NYI","C","L",1986-07-01,23,42,109.5,2.61,41.33,50,10,1,53,68,16,4,1,0
"Rob Schremp","ROB.SCHREMP","10-11","NYI","C","L",1986-07-01,24,45,80.77,1.79,34.88,35,11,2,40,54,19,6,1,0
"Robby Fabbri","ROBBY.FABBRI","15-16","STL","C","L",1996-01-22,19,69,103.62,1.5,33.53,35,10,4,89,48,16,10,2,0
"Robby Fabbri","ROBBY.FABBRI","16-17","STL","C","L",1996-01-22,20,49,115.85,2.36,45.89,60,15,6,62,88,24,8,0,0
"Robby Fabbri","ROBBY.FABBRI","19-20","DET","C","L",1996-01-22,23,49,136.95,2.79,55.54,61,11,3,42,107,18,8,3,0
"Robert Lang","ROBERT.LANG","07-08","CHI","C","R",1970-12-19,36,74,245.63,3.32,47.01,80,44,10,112,139,67,17,2,1
"Robert Lang","ROBERT.LANG","08-09","MTL","C","R",1970-12-19,37,50,140.65,2.81,41.29,90,15,3,43,126,29,6,1,0
"Robert Lang","ROBERT.LANG","09-10","ARI","C","R",1970-12-19,38,63,177.45,2.82,44.52,81,16,3,62,139,24,11,0,0
"Robert Nilsson","ROBERT.NILSSON","07-08","EDM","C","L",1985-01-10,22,71,157.48,2.22,34.18,55,18,7,110,87,36,12,4,1
"Robert Nilsson","ROBERT.NILSSON","08-09","EDM","C","L",1985-01-10,23,64,154.55,2.41,36.5,52,15,2,115,79,26,8,2,0
"Robert Nilsson","ROBERT.NILSSON","09-10","EDM","C","L",1985-01-10,24,59,130.18,2.21,40.99,64,13,3,62,95,24,5,1,0
"Robert Thomas","ROBERT.THOMAS","18-19","STL","C","R",1999-07-02,19,70,84.62,1.21,25.56,40,5,0,54,58,6,1,0,0
"Robert Thomas","ROBERT.THOMAS","19-20","STL","C","R",1999-07-02,20,64,92.88,1.45,32.15,36,11,3,75,61,17,5,0,0
"Robyn Regehr","ROBYN.REGEHR","07-08","CGY","D","L",1980-04-19,27,82,119.35,1.46,22.43,44,30,9,89,74,39,13,1,0
"Robyn Regehr","ROBYN.REGEHR","09-10","CGY","D","L",1980-04-19,29,81,70.73,0.87,16.19,21,16,2,91,40,23,3,0,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","07-08","CAR","C","L",1970-08-09,37,59,221.35,3.75,48.65,92,48,4,62,150,86,16,6,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","08-09","CAR","C","L",1970-08-09,38,79,217.37,2.75,38.83,121,17,8,100,185,39,19,1,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","09-10","CAR","C","L",1970-08-09,39,78,93.92,1.2,19.53,42,16,2,52,61,24,7,1,0
"Roman Cervenka","ROMAN.CERVENKA","12-13","CGY","C","L",1985-12-10,26,38,61.35,1.61,29.57,36,4,2,37,46,9,5,1,0
"Roman Hamrlik","ROMAN.HAMRLIK","07-08","MTL","D","L",1974-04-12,33,77,162.92,2.12,31.47,37,40,7,148,66,51,15,0,1
"Roman Hamrlik","ROMAN.HAMRLIK","08-09","MTL","D","L",1974-04-12,34,80,123.67,1.55,23.01,44,27,9,108,69,46,14,2,0
"Roman Hamrlik","ROMAN.HAMRLIK","09-10","MTL","D","L",1974-04-12,35,74,170.83,2.31,46.55,72,16,4,101,119,30,11,0,0
"Roman Hamrlik","ROMAN.HAMRLIK","10-11","MTL","D","L",1974-04-12,36,78,200.77,2.57,47.66,86,34,2,84,153,42,6,1,0
"Roman Josi","ROMAN.JOSI","11-12","NSH","D","L",1990-06-01,21,50,70,1.4,30.68,24,11,2,53,41,22,5,1,0
"Roman Josi","ROMAN.JOSI","12-13","NSH","D","L",1990-06-01,22,46,133.35,2.9,58.51,61,14,0,29,118,27,4,1,0
"Roman Josi","ROMAN.JOSI","13-14","NSH","D","L",1990-06-01,23,70,214.27,3.06,62.26,108,21,2,32,180,32,8,4,0
"Roman Josi","ROMAN.JOSI","14-15","NSH","D","L",1990-06-01,24,80,241.27,3.02,55.81,103,32,4,69,210,57,14,5,0
"Roman Josi","ROMAN.JOSI","15-16","NSH","D","L",1990-06-01,25,81,235.75,2.91,57.3,133,24,2,50,220,40,9,3,1
"Roman Josi","ROMAN.JOSI","16-17","NSH","D","L",1990-06-01,26,71,202.98,2.86,56.53,103,11,3,62,178,20,13,5,0
"Roman Josi","ROMAN.JOSI","17-18","NSH","D","L",1990-06-01,27,72,190.12,2.64,50.87,93,24,2,65,157,39,6,2,2
"Roman Josi","ROMAN.JOSI","18-19","NSH","D","L",1990-06-01,28,81,221.05,2.73,53.93,102,19,4,70,178,27,7,2,0
"Roman Josi","ROMAN.JOSI","19-20","NSH","D","L",1990-06-01,29,68,206.43,3.04,60.16,105,18,3,31,211,27,7,1,0
"Roman Polak","ROMAN.POLAK","08-09","STL","D","R",1986-04-28,22,68,135.02,1.99,31.77,53,24,5,93,85,34,7,0,0
"Ron Hainsey","RON.HAINSEY","07-08","CBJ","D","L",1981-03-24,26,78,320.5,4.11,62.18,104,61,7,62,225,108,13,1,0
"Ron Hainsey","RON.HAINSEY","08-09","ATL","D","L",1981-03-24,27,81,276.72,3.42,51.54,133,37,2,60,235,57,12,1,0
"Ron Hainsey","RON.HAINSEY","09-10","ATL","D","L",1981-03-24,28,80,92.18,1.15,18.15,52,19,6,52,91,23,12,0,0
"Ron Hainsey","RON.HAINSEY","13-14","CAR","D","L",1981-03-24,32,80,51.38,0.64,11.91,19,11,3,57,33,17,4,0,0
"Roope Hintz","ROOPE.HINTZ","18-19","DAL","L","L",1996-11-17,21,57,99.4,1.74,41.89,51,11,3,50,86,18,12,4,0
"Roope Hintz","ROOPE.HINTZ","19-20","DAL","L","L",1996-11-17,22,56,115.68,2.07,42.96,62,8,2,62,117,14,5,3,0
"Rostislav Klesla","ROSTISLAV.KLESLA","07-08","CBJ","D","L",1982-03-21,25,82,163.18,1.99,30.21,51,44,8,138,86,65,14,0,1
"Rostislav Olesz","ROSTISLAV.OLESZ","07-08","FLA","C","L",1985-10-10,21,55,143.08,2.6,43.66,81,33,8,67,121,48,16,3,0
"Rostislav Olesz","ROSTISLAV.OLESZ","08-09","FLA","C/L","L",1985-10-10,22,36,65.98,1.83,29.5,41,2,1,38,58,8,2,1,0
"Rostislav Olesz","ROSTISLAV.OLESZ","09-10","FLA","L","L",1985-10-10,23,78,135.17,1.73,28.8,46,17,5,111,72,22,7,1,0
"Rudolfs Balcers","RUDOLFS.BALCERS","18-19","OTT","L","L",1997-04-08,21,34,51.85,1.53,33.17,18,8,1,34,24,11,2,0,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","07-08","NYI","L","L",1979-01-18,28,67,133.92,2,32.74,52,36,4,62,79,49,7,2,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","08-09","PIT","L","L",1979-01-18,29,65,91.88,1.41,21.53,36,20,1,68,57,31,7,4,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","09-10","PIT","L","L",1979-01-18,30,79,122.72,1.55,25.05,46,25,10,93,63,36,13,0,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","10-11","NYR","L","L",1979-01-18,31,64,51.48,0.8,13.3,21,14,3,43,29,20,7,1,0
"Ruslan Salei","RUSLAN.SALEI","07-08","FLA","D","L",1974-11-02,32,64,147.75,2.31,38.89,53,27,12,101,90,41,19,1,0
"Ruslan Salei","RUSLAN.SALEI","08-09","COL","D","L",1974-11-02,33,70,169.98,2.43,39.53,69,28,4,97,111,43,5,1,0
"Ryan Callahan","RYAN.CALLAHAN","08-09","NYR","R","R",1985-03-21,23,81,117.47,1.45,22.76,60,23,5,63,95,39,5,0,0
"Ryan Callahan","RYAN.CALLAHAN","09-10","NYR","R","R",1985-03-21,24,77,233.35,3.03,52.71,140,26,2,55,219,45,7,2,0
"Ryan Callahan","RYAN.CALLAHAN","10-11","NYR","R","R",1985-03-21,25,58,184.47,3.18,51.25,104,22,3,44,170,38,12,5,0
"Ryan Callahan","RYAN.CALLAHAN","11-12","NYR","R","R",1985-03-21,26,75,261.33,3.48,63.11,136,25,1,38,219,39,6,1,0
"Ryan Callahan","RYAN.CALLAHAN","12-13","NYR","R","R",1985-03-21,27,45,132.57,2.95,58.65,65,10,1,21,124,18,4,2,0
"Ryan Callahan","RYAN.CALLAHAN","13-14","NYR","R","R",1985-03-21,28,44,72.92,1.66,32.95,32,6,1,28,60,12,4,2,0
"Ryan Callahan","RYAN.CALLAHAN","13-14","T.B","R","R",1985-03-21,28,20,67.35,3.37,61.95,38,8,0,5,65,11,1,0,0
"Ryan Callahan","RYAN.CALLAHAN","14-15","T.B","R","R",1985-03-21,29,76,216.97,2.85,52.58,100,18,3,71,170,25,7,1,0
"Ryan Callahan","RYAN.CALLAHAN","15-16","T.B","R","R",1985-03-21,30,72,160.35,2.23,40.13,77,17,4,69,121,26,6,1,0
"Ryan Callahan","RYAN.CALLAHAN","17-18","T.B","R","R",1985-03-21,32,64,51.6,0.81,15.66,23,7,6,32,33,11,8,1,0
"Ryan Donato","RYAN.DONATO","18-19","BOS","C","L",1996-04-09,22,34,72.13,2.12,45.42,36,5,1,34,60,12,1,0,0
"Ryan Dzingel","RYAN.DZINGEL","16-17","OTT","C","L",1992-03-09,24,81,105.13,1.3,27.03,34,9,3,93,51,17,6,1,0
"Ryan Dzingel","RYAN.DZINGEL","17-18","OTT","C","L",1992-03-09,25,79,166.57,2.11,42.19,59,10,8,112,98,21,11,2,0
"Ryan Dzingel","RYAN.DZINGEL","18-19","OTT","C","L",1992-03-09,26,56,120.42,2.15,47.04,59,15,2,56,82,27,9,1,0
"Ryan Dzingel","RYAN.DZINGEL","19-20","CAR","C","L",1992-03-09,27,63,138.87,2.2,45.87,70,15,1,56,120,23,3,2,0
"Ryan Ellis","RYAN.ELLIS","11-12","NSH","D","R",1991-01-03,20,32,55.07,1.72,36.07,22,7,2,34,29,13,3,1,0
"Ryan Ellis","RYAN.ELLIS","12-13","NSH","D","R",1991-01-03,21,32,59.97,1.87,37.29,23,11,3,34,37,17,5,0,0
"Ryan Ellis","RYAN.ELLIS","13-14","NSH","D","R",1991-01-03,22,78,135.02,1.73,35.73,55,14,2,88,83,19,6,2,0
"Ryan Ellis","RYAN.ELLIS","14-15","NSH","D","R",1991-01-03,23,57,117.35,2.06,37.86,50,12,4,56,94,22,7,1,0
"Ryan Ellis","RYAN.ELLIS","15-16","NSH","D","R",1991-01-03,24,79,161.57,2.05,40.57,78,13,4,88,118,19,11,2,0
"Ryan Ellis","RYAN.ELLIS","16-17","NSH","D","R",1991-01-03,25,70,147.3,2.1,42.56,59,21,3,84,101,33,5,0,0
"Ryan Ellis","RYAN.ELLIS","17-18","NSH","D","R",1991-01-03,26,42,86.2,2.05,43.81,39,13,1,37,67,22,3,1,0
"Ryan Ellis","RYAN.ELLIS","18-19","NSH","D","R",1991-01-03,27,81,156.92,1.94,38.28,83,14,1,66,136,20,3,2,0
"Ryan Ellis","RYAN.ELLIS","19-20","NSH","D","R",1991-01-03,28,49,97.97,2,39.1,41,5,5,60,75,12,6,1,0
"Ryan Getzlaf","RYAN.GETZLAF","07-08","ANA","C","R",1985-05-10,22,76,276.12,3.63,56.45,112,58,1,55,208,114,8,1,0
"Ryan Getzlaf","RYAN.GETZLAF","08-09","ANA","C","R",1985-05-10,23,81,295.95,3.65,64.21,142,24,2,48,276,41,7,2,0
"Ryan Getzlaf","RYAN.GETZLAF","09-10","ANA","C","R",1985-05-10,24,65,234.83,3.61,62.28,118,19,3,35,222,35,11,3,0
"Ryan Getzlaf","RYAN.GETZLAF","10-11","ANA","C","R",1985-05-10,25,66,220.55,3.34,62.44,104,16,5,43,217,38,10,2,0
"Ryan Getzlaf","RYAN.GETZLAF","11-12","ANA","C","R",1985-05-10,26,81,278.37,3.44,66.09,133,30,3,34,257,53,7,1,0
"Ryan Getzlaf","RYAN.GETZLAF","12-13","ANA","C","R",1985-05-10,27,43,112.02,2.61,63.81,52,13,0,15,111,22,0,0,0
"Ryan Getzlaf","RYAN.GETZLAF","13-14","ANA","C","R",1985-05-10,28,77,266.38,3.46,63.83,112,31,2,43,233,57,12,4,0
